Phonological Forms,Syllabic Structures,Number of Syllables,Written Forms,Syntactic Categories,Frequency,Stress Patterns
tæc.pɒ.je,CVC.CV.CV,3,تك‌پايه,A0,1,WWS
tæc.pæn.ʤæ.re,CVC.CVC.CV.CV,4,تك‌پنجره,A0,1,WWWS
tæc.tæc,CVC.CVC,2,تك‌تك,Ad,60,WS
tec.tec,CVC.CVC,2,تك‌تك,N1,1,WS
tæc.tir,CVC.CVC,2,تك‌تير,N1,1,WS
tæc.ti.ræn.dɒz,CVC.CV.CVC.CVC,4,تك‌تيرانداز,N1,2,WWWS
tæc.ti.ræn.dɒ.zi,CVC.CV.CVC.CV.CV,5,تك‌تيراندازي,N1,15,WWWWS
tæc.ʤe.dɒ.re,CVC.CV.CV.CV,4,تك‌جداره,A0,1,WWWS
tæc.hez.bi,CVC.CVC.CV,3,تك‌حزبي,A0,15,WWS
tæc.χɒl,CVC.CVC,2,تك‌خال,N1,1,WS
tæc.χɒ.ne.vɒr,CVC.CV.CV.CVC,4,تك‌خانوار,A0,2,WWWS
tæc.χæt.ti,CVC.CVC.CV,3,تك‌خطي,N1,2,WWS
tæc.dɒ.ru.ji,CVC.CV.CV.CV,4,تك‌دارويي,N1,3,WWWS
tæc.reʃ.te.ʔi,CVC.CVC.CV.CV,4,تك‌رشته‌اي,A0,1,WWWS
tæc.ræ.Gæ.mi,CVC.CV.CV.CV,4,تك‌رقمي,A0,15,WWWS
tæc.rænɟ,CVC.CVCC,2,تك‌رنگ,A0,3,WS
tæc.ræ.vi,CVC.CV.CV,3,تك‌روي,N1,8,WWS
tæc.ri.ʃe.ʔi,CVC.CV.CV.CV,4,تك‌ريشه‌اي,A0,1,WWWS
tæc.zæ.bɒ.ni,CVC.CV.CV.CV,4,تك‌زباني,A0,6,WWWS
tæc.sɒχ.ti,CVC.CVC.CV,3,تك‌ساختي,A0,1,WWS
tæc.se.tɒ.re,CVC.CV.CV.CV,4,تك‌ستاره,A0,3,WWWS
tæc.sær.pæ.ræst,CVC.CVC.CV.CVCC,4,تك‌سرپرست,A0,1,WWWS
tæc.sær.ne.ʃin,CVC.CVC.CV.CVC,4,تك‌سرنشين,A0,10,WWWS
tæc.sel.lu.li,CVC.CVC.CV.CV,4,تك‌سلولي,A0,15,WWWS
tæc.si.lænd,CVC.CV.CVCC,3,تك‌سليندر,A0,1,WWS
tæc.sæ.vɒr,CVC.CV.CVC,3,تك‌سوار,A0,1,WWS
tæc.ʃɒχ,CVC.CVC,2,تك‌شاخ,N1,1,WS
tæc.se.dɒ,CVC.CV.CV,3,تك‌صدا,A0,1,WWS
tæc.se.dɒ.ji,CVC.CV.CV.CV,4,تك‌صدايي,N1,15,WWWS
tæc.zærb,CVC.CVCC,2,تك‌ضرب,A0,1,WS
tæc.fɒz,CVC.CVC,2,تك‌فاز,A0,13,WS
tæc.fær.zænd,CVC.CVC.CVCC,3,تك‌فرزند,A0,1,WWS
tæc.fær.zæn.di,CVC.CVC.CVC.CV,4,تك‌فرزندي,N1,4,WWWS
tæc.fu.ruʃ,CVC.CV.CVC,3,تك‌فروش,A0,10,WWS
tæc.Got.bi,CVC.CVC.CV,3,تك‌قطبي,A0,105,WWS
tæc.Got.bi,CVC.CVC.CV,3,تك‌قطبي‌,N1,1,WWS
tæc.cɒ.bin,CVC.CV.CVC,3,تك‌كابين,A0,15,WWS
tæc.ɟu.ji,CVC.CV.CV,3,تك‌گويي,N1,3,WWS
tæc.læp.pe,CVC.CVC.CV,3,تك‌لپه,A0,1,WWS
tæc.læp.pe.ʔi,CVC.CVC.CV.CV,4,تك‌لپه‌اي,A0,1,WWWS
tæc.mɒd.de,CVC.CVC.CV,3,تك‌ماده,A0,1,WWS
tæc.mæh.sul,CVC.CVC.CVC,3,تك‌محصول,A0,1,WWS
tæc.mæh.su.li,CVC.CVC.CV.CV,4,تك‌محصولي,A0,15,WWWS
tæc.meh.vær,CVC.CVC.CVC,3,تك‌محور,A0,1,WWS
tæc.mez.rɒb,CVC.CVC.CVC,3,تك‌مضراب,N1,1,WWS
tæc.nos.χe.ʔi,CVC.CVC.CV.CV,4,تك‌نسخه‌اي,A0,9,WWWS
tæc.næ.fæ.re,CVC.CV.CV.CV,4,تك‌نفره,A0,15,WWWS
tæc.ne.ɟɒ.ri,CVC.CV.CV.CV,4,تك‌نگاري,N1,9,WWWS
tæc.he.ʤɒ.ji,CVC.CV.CV.CV,4,تك‌هجايي,N1,9,WWWS
tæc.hæm.sæ.ri,CVC.CVC.CV.CV,4,تك‌همسري,N1,15,WWWS
tæ.co.tæn.hɒ,CV.CV.CVC.CV,4,تك‌و‌تنها,A0,1,WWWS
tæ.co.tuc,CV.CV.CVC,3,تك‌و‌توك,Ad,1,WWS
tæc.vɒ.he.di,CVC.CV.CV.CV,4,تك‌واحدي,A0,3,WWWS
tæ.co.tɒ,CV.CV.CV,3,تك‌وتا,N1,1,WWS
te.cɒn.dæ.hæn.de,CV.CVC.CV.CVC.CV,5,تكا‌ن‌دهنده,A0,15,WWWWS
tæ.cɒb,CV.CVC,2,تكاب,N1,330,WS
tæ.cɒ.pu,CV.CV.CV,3,تكاپو,N1,30,WWS
tæ.cɒ.pu.ɟær,CV.CV.CV.CVC,4,تكاپوگر,A0,2,WWWS
tæ.cɒ.sor,CV.CV.CVC,3,تكاثر,N1,4,WWS
tæ.cɒ.so.ri,CV.CV.CV.CV,4,تكاثري,A0,1,WWWS
tæ.cɒ.sof,CV.CV.CVC,3,تكاثف,N1,1,WWS
tæ.cɒ.sol,CV.CV.CVC,3,تكاسل,N1,1,WWS
tæ.cɒ.fu,CV.CV.CV,3,تكافو,N1,2,WWS
tæ.cɒ.fu.co.næn.de,CV.CV.CV.CV.CVC.CV,6,تكافوكننده,A0,1,WWWWWS
tæ.cɒ.lif,CV.CV.CVC,3,تكاليف,N1,30,WWS
tæ.cɒ.mol,CV.CV.CVC,3,تكامل,N1,375,WWS
tæ.cɒ.mo.lɒ.fæ.rin,CV.CV.CV.CV.CV.CVC,6,تكامل‌آفرين,A0,1,WWWWWS
tæ.cɒ.mol.bæχʃ,CV.CV.CVC.CVCC,4,تكامل‌بخش,A0,1,WWWS
tæ.cɒ.mol.bæχ.ʃi,CV.CV.CVC.CVC.CV,5,تكامل‌بخشي,N1,2,WWWWS
tæ.cɒ.mol.pæ.zir,CV.CV.CVC.CV.CVC,5,تكامل‌پذير,A0,1,WWWWS
tæ.cɒ.mol.jɒf.te,CV.CV.CVC.CVC.CV,5,تكامل‌يافته,A0,8,WWWWS
tæ.cɒ.mo.li,CV.CV.CV.CV,4,تكاملي,A0,75,WWWS
te.cɒn,CV.CVC,2,تكان,N1,90,WS
te.cɒn,CV.CVC,2,تكان,V1,5000,WS
te.cɒn.te.cɒn,CV.CVC.CV.CVC,4,تكان‌تكان,Ad,15,WWWS
te.cɒnd,CV.CVCC,2,تكاند,V2,5000,WS
tæ.cɒ.ne,CV.CV.CV,3,تكانه,N1,3,WWS
te.cɒ.nid,CV.CV.CVC,3,تكانيد,V2,5000,WWS
tæ.cɒ.vær,CV.CV.CVC,3,تكاور,N1,15,WWS
tæ.cɒ.jɒ,CV.CV.CV,3,تكايا,N1,16,WWS
tæ.cæb.bor,CV.CVC.CVC,3,تكبر,N1,30,WWS
tæ.cæb.bo.rɒ.miz,CV.CVC.CV.CV.CVC,5,تكبرآميز,A0,1,WWWWS
tæc.bir,CVC.CVC,2,تكبير,N1,16,WS
tæc.bi.ræ.tolʔ.he.rɒm,CVC.CV.CV.CVCC.CV.CVC,6,تكبيرة‌الاحرام,N1,1,WWWWWS
tæc.bir.ɟu,CVC.CVC.CV,3,تكبيرگو,N1,1,WWS
tæc.pɒr,CVC.CVC,2,تكپار,N1,1,WS
tæc.pæ.rɒn,CVC.CV.CVC,3,تكپران,N1,1,WWS
tæc.tɒ.zi,CVC.CV.CV,3,تكتازي,N1,1,WWS
tæ.cæs.sor,CV.CVC.CVC,3,تكثر,N1,30,WWS
tæ.cæs.sor.ɟe.rɒ,CV.CVC.CVC.CV.CV,5,تكثرگرا,A0,9,WWWWS
tæ.cæs.sor.ɟe.rɒ.ʔi,CV.CVC.CVC.CV.CV.CV,6,تكثرگرائي,N1,30,WWWWWS
tæ.cæs.sor.ɟe.rɒ.ji,CV.CVC.CVC.CV.CV.CV,6,تكثرگرايي,N1,14,WWWWWS
tæcs.sor.ne.ʃin,CVCC.CVC.CV.CVC,4,تكثرنشين,A0,1,WWWS
tæc.sir,CVC.CVC,2,تكثير,N1,90,WS
tæc.sir.ʃo.de,CVC.CVC.CV.CV,4,تكثير‌شده,A0,2,WWWS
tæc.χɒn,CVC.CVC,2,تكخوان,A0,30,WS
tæc.χɒ.ni,CVC.CV.CV,3,تكخواني,N1,15,WWS
tæ.cæd.dor,CV.CVC.CVC,3,تكدر,N1,1,WWS
tæ.cæd.di,CV.CVC.CV,3,تكدي,N1,6,WWS
tæ.cæd.di.ɟæ.ri,CV.CVC.CV.CV.CV,5,تكدي‌گري,N1,3,WWWWS
tæc.zib,CVC.CVC,2,تكذيب,N1,165,WS
tæc.zib.nɒ.me,CVC.CVC.CV.CV,4,تكذيب‌نامه,N1,1,WWWS
tæc.zi.bij.je,CVC.CV.CVC.CV,4,تكذيبيه,N1,5,WWWS
tec.rɒr,CVC.CVC,2,تكرار,N1,510,WS
tec.rɒr.pæ.zi.ri,CVC.CVC.CV.CV.CV,5,تكرار‌پذيري,N1,2,WWWWS
tec.rɒr.ʃo.dæ.ni,CVC.CVC.CV.CV.CV,5,تكرار‌شدني,A0,1,WWWWS
tec.rɒ.ri,CVC.CV.CV,3,تكراري,A0,60,WWS
tæ.cær.ror,CV.CVC.CVC,3,تكرر,N1,5,WWS
tæc.ro,CVC.CV,2,تكرو,A0,1,WS
tæc.ro.vɒn,CVC.CV.CVC,3,تكروان,N1,1,WWS
tæc.ræ.vænd,CVC.CV.CVCC,3,تكروند,N1,1,WWS
tæc.rim,CVC.CVC,2,تكريم,N1,105,WS
tæc.zɒ,CVC.CV,2,تكزا,A0,1,WS
tæ.cæs.sob,CV.CVC.CVC,3,تكسب,N1,15,WWS
tæc.ʃecl,CVC.CVCC,2,تكشكل,A0,1,WS
tæc.ʃo.mɒ.re,CVC.CV.CV.CV,4,تكشماره,N1,1,WWWS
tæc.ʃib,CVC.CVC,2,تكشيب,A0,1,WS
tæc.ʔib,CVC.CVC,2,تكعيب,N1,1,WS
tæc.fɒm,CVC.CVC,2,تكفام,A0,1,WS
tæ.cæf.fol,CV.CVC.CVC,3,تكفل,N1,15,WWS
tæc.fir,CVC.CVC,2,تكفير,N1,15,WS
tæc.fin,CVC.CVC,2,تكفين,N1,1,WS
tæ.cæl.tu,CV.CVC.CV,3,تكلتو,N1,1,WWS
tæ.cæl.lof,CV.CVC.CVC,3,تكلف,N1,15,WWS
tæ.cæl.lom,CV.CVC.CVC,3,تكلم,N1,105,WWS
tæ.cæl.lo.mi,CV.CVC.CV.CV,4,تكلمي,A0,1,WWWS
tæc.lis,CVC.CVC,2,تكليس,N1,1,WS
tæc.lif,CVC.CVC,2,تكليف,N1,255,WS
tæc.li.fi,CVC.CV.CV,3,تكليفي,A0,30,WWS
tæc.mæ.le,CVC.CV.CV,3,تكمله,N1,3,WWS
toc.me,CVC.CV,2,تكمه,N1,2,WS
toc.me.sær.dæst,CVC.CV.CVC.CVCC,4,تكمه‌سردست,N1,1,WWWS
toc.me.fe.ʃɒ.ri,CVC.CV.CV.CV.CV,5,تكمه‌فشاري,N1,1,WWWWS
toc.me.mæn.ɟæ.ne,CVC.CV.CVC.CV.CV,5,تكمه‌منگنه,N1,1,WWWWS
tæc.mil,CVC.CVC,2,تكميل,N1,1065,WS
tæc.mil.sɒ.zæn.de,CVC.CVC.CV.CVC.CV,5,تكميل‌سازنده,A0,1,WWWWS
tæc.mil.ʃo.de,CVC.CVC.CV.CV,4,تكميل‌شده,A0,25,WWWS
tæc.mil.co.næn.de,CVC.CVC.CV.CVC.CV,5,تكميل‌كننده,A0,11,WWWWS
tæc.mil.næ.ʃo.de,CVC.CVC.CV.CV.CV,5,تكميل‌نشده,A0,1,WWWWS
tæc.mi.li,CVC.CV.CV,3,تكميلي,A0,75,WWS
tec.ne.si.jom,CVC.CV.CV.CVC,4,تكنسيم,N1,1,WWWS
tec.ne.si.jæn,CVC.CV.CV.CVC,4,تكنسين,N1,60,WWWS
tæc.ne.ɟɒ.ri,CVC.CV.CV.CV,4,تكنگاري,N1,1,WWWS
tec.no,CVC.CV,2,تكنو,N1,1,WS
tæc.næ.vɒz,CVC.CV.CVC,3,تكنواز,N1,15,WWS
tæc.næ.vɒ.zi,CVC.CV.CV.CV,4,تكنوازي,N1,30,WWWS
tec.no.ce.rɒt,CVC.CV.CV.CVC,4,تكنوكرات,N1,1,WWWS
tec.no.ce.rɒ.si,CVC.CV.CV.CV.CV,5,تكنوكراسي,N1,1,WWWWS
tec.no.lo.ʒi,CVC.CV.CV.CV,4,تكنولژي,N1,315,WWWS
tec.no.lo.ʒist,CVC.CV.CV.CVCC,4,تكنولژيست,N1,1,WWWS
tec.no.lo.ʒi.ci,CVC.CV.CV.CV.CV,5,تكنولژيكي,A0,15,WWWWS
tec.no.lo.ʒi,CVC.CV.CV.CV,4,تكنولوژي,N1,644,WWWS
tec.no.lo.ʒic,CVC.CV.CV.CVC,4,تكنولوژيك,A0,37,WWWS
tec.no.lo.ʒi.ci,CVC.CV.CV.CV.CV,5,تكنولوژيكي,A0,40,WWWWS
tec.ni.si.jæn,CVC.CV.CV.CVC,4,تكنيسين,N1,19,WWWS
tec.nic,CVC.CVC,2,تكنيك,N1,105,WS
tec.ni.cɒ.fæ.rin,CVC.CV.CV.CV.CVC,5,تكنيك‌آفرين,A0,1,WWWWS
tec.ni.com,CVC.CV.CVC,3,تكنيكوم,N1,1,WWS
tec.ni.ci,CVC.CV.CV,3,تكنيكي,A0,15,WWS
tæ.ce,CV.CV,2,تكه,N1,1,WS
tec.ce,CVC.CV,2,تكه,N1,75,WS
tec.ce.pɒ.re,CVC.CV.CV.CV,4,تكه‌پاره,A0,3,WWWS
tec.ce.pæ.rɒ.ni,CVC.CV.CV.CV.CV,5,تكه‌پراني,N1,1,WWWWS
tec.ce.tec.ce,CVC.CV.CVC.CV,4,تكه‌تكه,A0,15,WWWS
tec.ce.ʧæs.bɒ.ni,CVC.CV.CVC.CV.CV,5,تكه‌چسباني,N1,1,WWWWS
tec.ce.du.zi,CVC.CV.CV.CV,4,تكه‌دوزي,N1,15,WWWS
tæc.vɒʒ,CVC.CVC,2,تكواژ,N1,42,WS
tec.vɒn.do,CVC.CVC.CV,3,تكواندو,N1,75,WWS
tec.vɒn.do.cɒr,CVC.CVC.CV.CVC,4,تكواندوكار,N1,15,WWWS
tæc.vir,CVC.CVC,2,تكوير,N1,2,WS
tæc.vin,CVC.CVC,2,تكوين,N1,90,WS
tæc.vin.jɒf.te,CVC.CVC.CVC.CV,4,تكوين‌يافته,A0,1,WWWS
tæc.vi.ni,CVC.CV.CV,3,تكويني,A0,11,WWS
tæ.ci,CV.CV,2,تكي,A0,15,WS
tæc.jɒχ.te.ɟɒn,CVC.CVC.CV.CVC,4,تكياختگان,N1,1,WWWS
tæc.jɒχ.te,CVC.CVC.CV,3,تكياخته,A0,1,WWS
tæ.cid,CV.CVC,2,تكيد,V2,5000,WS
tæ.ci.de,CV.CV.CV,3,تكيده,A0,2,WWS
tec.nic,CVC.CVC,2,تكينك,N1,1,WS
tec.je,CVC.CV,2,تكيه,N1,390,WS
tec.je.ʔi,CVC.CV.CV,3,تكيه‌اي,A0,16,WWS
tec.je.bær,CVC.CV.CVC,3,تكيه‌بر,A0,96,WWS
tec.je.pæ.zi.ri,CVC.CV.CV.CV.CV,5,تكيه‌پذيري,N1,11,WWWWS
tec.je.dɒr,CVC.CV.CVC,3,تكيه‌دار,A0,29,WWS
tec.je.cæ.lɒm,CVC.CV.CV.CVC,4,تكيه‌كلام,N1,6,WWWS
tec.je.ɟɒh,CVC.CV.CVC,3,تكيه‌گاه,N1,15,WWS
tec.je.ɟo.zɒ.ri,CVC.CV.CV.CV.CV,5,تكيه‌گذاري,N1,26,WWWWS
tec.je.ɟo.zɒ.ri.ʃo.de,CVC.CV.CV.CV.CV.CV.CV,7,تكيه‌گذاري‌شده,A0,1,WWWWWWS
tæ.ɟærɟ,CV.CVCC,2,تگرگ,N1,39,WS
tæ.ɟær.ɟi,CV.CVC.CV,3,تگرگي,A0,1,WWS
tæ.ɟæ.ri,CV.CV.CV,3,تگري,N1,1,WWS
teɟ.zɒ.si,CVC.CV.CV,3,تگزاسي,A0,45,WWS
tæl,CVC,1,تل,N1,30,S
tel,CVC,1,تل,N1,1,S
tæ.le.χi.jɒr,CV.CV.CV.CVC,4,تل‌خيار,N1,30,WWWS
tæ.læʔ.loʔ,CV.CVC.CVC,3,تلألؤ,N1,2,WWS
tæ.lɒʃ,CV.CVC,2,تلاش,N1,3045,WS
tæ.lɒʃ.co.næn.de,CV.CVC.CV.CVC.CV,5,تلاش‌كننده,A0,1,WWWWS
tæ.lɒʃ.ɟær,CV.CVC.CVC,3,تلاش‌گر,A0,30,WWS
tæ.lɒʃ.ɟæ.ri,CV.CVC.CV.CV,4,تلاشگري,N1,2,WWWS
tæ.lɒ.ʃi,CV.CV.CV,3,تلاشي,N1,1,WWS
tæ.lɒ.tom,CV.CV.CVC,3,تلاطم,N1,33,WWS
tæ.lɒ.fi,CV.CV.CV,3,تلافي,N1,24,WWS
tæ.lɒ.fi.ʤu.jɒ.ne,CV.CV.CV.CV.CV.CV,6,تلافي‌جويانه,Ad,6,WWWWWS
tæ.lɒ.fi.ʤu.ji,CV.CV.CV.CV.CV,5,تلافي‌جويي,N1,1,WWWWS
tæ.lɒ.fi.co.næn.de,CV.CV.CV.CV.CVC.CV,6,تلافي‌كننده,A0,1,WWWWWS
tæ.lɒ.Gi,CV.CV.CV,3,تلاقي,N1,15,WWS
tæ.lɒ.væt,CV.CV.CVC,3,تلاوت,N1,90,WWS
tæl.bis,CVC.CVC,2,تلبيس,N1,1,WS
te.lep,CV.CVC,2,تلپ,N1,1,WS
tælχ,CVCC,1,تلخ,A0,135,S
tæl.χɒ.miz,CVC.CV.CVC,3,تلخ‌آميز,A0,1,WWS
tæl.χæn.di.ʃi,CVC.CVC.CV.CV,4,تلخ‌انديشي,N1,1,WWWS
tælχ.ru,CVCC.CV,2,تلخ‌رو,A0,1,WS
tælχ.ru.ji,CVCC.CV.CV,3,تلخ‌رويي,N1,1,WWS
tælχ.zæ.bɒn,CVCC.CV.CVC,3,تلخ‌زبان,A0,1,WWS
tælχ.zæ.bɒ.ni,CVCC.CV.CV.CV,4,تلخ‌زباني,N1,1,WWWS
tælχ.cɒ.mi,CVCC.CV.CV,3,تلخ‌كامي,N1,7,WWS
tælχ.mæz.ze,CVCC.CVC.CV,3,تلخ‌مزه,A0,1,WWS
tæl.χæc,CVC.CVC,2,تلخك,N1,1,WS
tæcχ.cɒm,CVCC.CVC,2,تلخكام,A0,3,WS
tæl.χe,CVC.CV,2,تلخه,N1,1,WS
tæl.χi,CVC.CV,2,تلخي,N1,105,WS
tæl.χis,CVC.CVC,2,تلخيص,N1,15,WS
te.les.cop,CV.CVC.CVC,3,تلسكپ,N1,1,WWS
te.les.cop,CV.CVC.CVC,3,تلسكوپ,N1,330,WWS
te.les.co.pi,CV.CVC.CV.CV,4,تلسكوپي,A0,1,WWWS
tæ.læt.tof,CV.CVC.CVC,3,تلطف,N1,1,WWS
tæl.tif,CVC.CVC,2,تلطيف,N1,30,WS
tæ.læf,CV.CVC,2,تلف,A0,30,WS
tæ.læf.ʃo.de,CV.CVC.CV.CV,4,تلف‌شده,A0,6,WWWS
tæ.læf.co.næn.de,CV.CVC.CV.CVC.CV,5,تلف‌كننده,A0,1,WWWWS
tæ.læ.fɒt,CV.CV.CVC,3,تلفات,N1,3,WWS
tel.fɒcs,CVC.CVCC,2,تلفاكس,N1,1,WS
tæ.læf.foz,CV.CVC.CVC,3,تلفظ,N1,30,WWS
tel.fæcs,CVC.CVCC,2,تلفكس,N1,2,WS
te.le.fon,CV.CV.CVC,3,تلفن,N1,1590,WWS
te.le.fon.dɒr,CV.CV.CVC.CVC,4,تلفن‌دار,A0,2,WWWS
te.le.fon.sɒ.zi,CV.CV.CVC.CV.CV,5,تلفن‌سازي,N1,1,WWWWS
te.le.fon.co.næn.de,CV.CV.CVC.CV.CVC.CV,6,تلفن‌كننده,A0,4,WWWWWS
te.le.fon.ɟe.rɒm,CV.CV.CVC.CV.CVC,5,تلفن‌گرام,N1,3,WWWWS
te.le.fo.næn,CV.CV.CV.CVC,4,تلفناً,Ad,1,WWWS
te.le.fon.ʧi,CV.CV.CVC.CV,4,تلفنچي,N1,1,WWWS
te.le.fon.χɒ.ne,CV.CV.CVC.CV.CV,5,تلفنخانه,N1,3,WWWWS
te.le.fo.ni,CV.CV.CV.CV,4,تلفني,A0,360,WWWS
tæl.fiG,CVC.CVC,2,تلفيق,N1,60,WS
tæl.fi.Gi,CVC.CV.CV,3,تلفيقي,A0,90,WWS
tæ.læG.Gi,CV.CVC.CV,3,تلقي,N1,615,WWS
tæ.læG.Gi.co.næn.de,CV.CVC.CV.CV.CVC.CV,6,تلقي‌كننده,A0,1,WWWWWS
tæl.Gih,CVC.CVC,2,تلقيح,N1,12,WS
tæl.Gi.hi,CVC.CV.CV,3,تلقيحي,A0,1,WWS
tæl.Gin,CVC.CVC,2,تلقين,N1,15,WS
tæl.Gin.pæ.zir,CVC.CVC.CV.CVC,4,تلقين‌پذير,A0,3,WWWS
tæl.Gi.ni,CVC.CV.CV,3,تلقيني,A0,3,WWS
te.lecs,CV.CVCC,2,تلكس,N1,15,WS
tæ.læ.ce,CV.CV.CV,3,تلكه,N1,1,WWS
te.leɟ.rɒf,CV.CVC.CVC,3,تلگراف,N1,90,WWS
tel.ɟe.rɒf.χɒ.ne,CVC.CV.CVC.CV.CV,5,تلگراف‌خانه,N1,1,WWWWS
tel.ɟe.rɒ.fæn,CVC.CV.CV.CVC,4,تلگرافاً,Ad,1,WWWS
tel.ɟe.rɒf.ʧi,CVC.CV.CVC.CV,4,تلگرافچي,N1,1,WWWS
te.le.ɟe.rɒ.fi,CV.CV.CV.CV.CV,5,تلگرافي,A0,30,WWWWS
tel.ɟe.rɒm,CVC.CV.CVC,3,تلگرام,N1,22,WWS
tæl.mɒ.se,CVC.CV.CV,3,تلماسه,N1,1,WWS
to.lomb,CV.CVCC,2,تلمب,N1,1,WS
tæ.læm.bɒr,CV.CVC.CVC,3,تلمبار,N1,1,WWS
to.lom.be,CV.CVC.CV,3,تلمبه,N1,19,WWS
to.lom.be.ʔi,CV.CVC.CV.CV,4,تلمبه‌اي,A0,1,WWWS
to.lom.be.χɒ.ne,CV.CVC.CV.CV.CV,5,تلمبه‌خانه,N1,11,WWWWS
to.lom.be.zæ.ni,CV.CVC.CV.CV.CV,5,تلمبه‌زني,N1,8,WWWWS
tæ.læm.moz,CV.CVC.CVC,3,تلمذ,N1,12,WWS
tæl.mih,CVC.CVC,2,تلميح,N1,2,WS
tel.miz,CVC.CVC,2,تلميذ,N1,1,WS
tæ.læn.bɒr,CV.CVC.CVC,3,تلنبار,A0,1,WWS
tæ.læn.ɟor,CV.CVC.CVC,3,تلنگر,N1,15,WWS
tæ.le,CV.CV,2,تله,N1,30,WS
te.le.ʔes.ci,CV.CV.CVC.CV,4,تله‌اسكي,N1,1,WWWS
te.le.pɒt,CV.CV.CVC,3,تله‌پات,N1,1,WWS
te.le.pɒ.ti,CV.CV.CV.CV,4,تله‌پاتي,N1,1,WWWS
te.le.tɒjp,CV.CV.CVCC,3,تله‌تايپ,N1,2,WWS
te.le.χæt,CV.CV.CVC,3,تله‌خط,N1,35,WWS
te.le.si.jeʒ,CV.CV.CV.CVC,4,تله‌سي‌يژ,N1,1,WWWS
te.le.fo.to,CV.CV.CV.CV,4,تله‌فتو,N1,1,WWWS
te.le.film,CV.CV.CVCC,3,تله‌فيلم,N1,1,WWS
te.le.cɒ.bin,CV.CV.CV.CVC,4,تله‌كابين,N1,30,WWWS
te.le.con.fe.rɒns,CV.CV.CVC.CV.CVCC,5,تله‌كنفرانس,N1,1,WWWWS
te.le.metr,CV.CV.CVCC,3,تله‌متر,N1,1,WWS
te.le.met.ri,CV.CV.CVC.CV,4,تله‌متري,N1,1,WWWS
tæ.le.muʃ,CV.CV.CVC,3,تله‌موش,N1,1,WWS
te.lo,CV.CV,2,تلو,N1,2,WS
tæl.vɒ.se,CVC.CV.CV,3,تلواسه,N1,1,WWS
te.lo.te.lo,CV.CV.CV.CV,4,تلوتلو,N1,15,WWWS
te.lo.te.lo.χo.rɒn,CV.CV.CV.CV.CV.CVC,6,تلوتلوخوران,Ad,1,WWWS
te.lo.ri.jom,CV.CV.CV.CVC,4,تلوريم,N1,1,WWWS
te.lu.ɟo,CV.CV.CV,3,تلوگو,N1,1,WWS
tæ.læv.von,CV.CVC.CVC,3,تلون,N1,1,WWS
tæl.vih,CVC.CVC,2,تلويح,N1,8,WS
tæl.vi.hæn,CVC.CV.CVC,3,تلويحاً,Ad,45,WWS
tæl.vi.hi,CVC.CV.CV,3,تلويحي,A0,15,WWS
te.le.viz.jon,CV.CV.CVC.CVC,4,تلويزيون,N1,255,WWWS
te.le.viz.jo.ni,CV.CV.CVC.CV.CV,5,تلويزيوني,A0,300,WWWWS
ti.lit,CV.CVC,2,تليت,N1,1,WS
tæ.li.te,CV.CV.CV,3,تليته,N1,1,WWS
tæ.li.se,CV.CV.CV,3,تليسه,N1,4,WWS
tæ.li.le,CV.CV.CV,3,تليله,N1,1,WWS
tem,CVC,1,تم,N1,13,S
tæ.mɒ.roz,CV.CV.CVC,3,تمارض,N1,1,WWS
tæ.mɒs,CV.CVC,2,تماس,N1,1305,WS
tæ.mɒs.ɟi.ræn.de,CV.CVC.CV.CVC.CV,5,تماس‌گيرنده,A0,1,WWWWS
tæ.mɒs.ɟi.ri,CV.CVC.CV.CV,4,تماس‌گيري,N1,1,WWWS
tæ.mɒ.si,CV.CV.CV,3,تماسي,A0,5,WWS
tæ.mɒ.ʃɒ,CV.CV.CV,3,تماشا,N1,450,WWS
tæ.mɒ.ʃɒ.ʔi,CV.CV.CV.CV,4,تماشائي,A0,15,WWWS
tæ.mɒ.ʃɒ.ʧi,CV.CV.CV.CV,4,تماشاچي,N1,15,WWWS
tæ.mɒ.ʃɒ.χɒ.ne,CV.CV.CV.CV.CV,5,تماشاخانه,N1,15,WWWWS
tæ.mɒ.ʃɒ.co.næn.de,CV.CV.CV.CV.CVC.CV,6,تماشاكننده,A0,1,WWWWWS
tæ.mɒ.ʃɒ.ɟær,CV.CV.CV.CVC,4,تماشاگر,N1,45,WWWS
tæ.mɒʃ.ɟær.pæ.sænd,CV.CVC.CVC.CV.CVCC,5,تماشاگر‌پسند,A0,2,WWWWS
tæ.mɒ.ʃɒ.ɟær.næ.mɒ,CV.CV.CV.CVC.CV.CV,6,تماشاگرنما,A0,30,WWWWWS
tæ.mɒ.ʃɒ.ɟæ.ri,CV.CV.CV.CV.CV,5,تماشاگري,N1,1,WWWWS
tæ.mɒ.ʃɒ.ɟæh,CV.CV.CV.CVC,4,تماشاگه,N1,60,WWWS
tæ.mɒ.ʃɒ.ji,CV.CV.CV.CV,4,تماشايي,A0,23,WWWS
tæ.mɒm,CV.CVC,2,تمام,A0,3870,WS
tæ.mɒm,CV.CVC,2,تمام,N9,1,WS
tæ.mɒm.ʔæb.ri,CV.CVC.CVC.CV,4,تمام‌ابري,A0,7,WWWS
tæ.mɒm.χod.cɒr,CV.CVC.CVC.CVC,4,تمام‌خودكار,A0,1,WWWS
